#INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Study name,WPUN_KB_GajekPiotr-gr.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Respondent Name,b5,Id: 3b1e4433-c898-4587-83a9-38b3bcdbc32f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Respondent Age,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Respondent Gender,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Respondent Group,Default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Gaze Calibration,Excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#iMotions version,9.1.28131.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Current culture,en-US English (United States),File encoding: System.Text.UTF8Encoding,Date format: M/d/yyyy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Recording time,Date: 12/6/2023,Time: 13:50:56.050 +01:00,Unix time: 1701867056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Export time,Date: 12/13/2023,Time: 13:16:50.889 +01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Sensor info,Eyetracker Gazepoint GP3 (Standalone), Latency: 0 milliseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Sensor info,R Analysis GazeAnalysis I-VT filter, Parameters, isGlasses=False, gapFill=True, maxGapLength=75, noiseReduction=False, filterType=Average, windowNoise=3, fixationFilter=IVT, windowVelocity=20, velocityThreshold=30, discardShortFixation=True, minDurationFixation=60, mergeFixation=True, maxTimeBtwFixation=75, maxAngleBtwFixation=0.5, screenResolutionWidth=1920, screenResolutionHeight=1080, screenDistance=70, monitorSize=15.4, Latency: 0 milliseconds,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#METADATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Device,,SlideEvents,SlideEvents,SlideEvents,SlideEvents,SlideEvents,SlideEvents,Eyetracker Gazepoint GP3 (Standalone),Eyetracker Gazepoint GP3 (Standalone),Eyetracker Gazepoint GP3 (Standalone),Eyetracker Gazepoint GP3 (Standalone),Eyetracker Gazepoint GP3 (Standalone),Eyetracker Gazepoint GP3 (Standalone),Eyetracker Gazepoint GP3 (Standalone),Eyetracker Gazepoint GP3 (Standalone),Eyetracker Gazepoint GP3 (Standalone),Eyetracker Gazepoint GP3 (Standalone),Eyetracker Gazepoint GP3 (Standalone),Eyetracker Gazepoint GP3 (Standalone),Eyetracker Gazepoint GP3 (Standalone),Eyetracker Gazepoint GP3 (Standalone),R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter,R Analysis GazeAnalysis I-VT filter
#Provided By,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,Gazepoint GP3 (Standalone),Gazepoint GP3 (Standalone),Gazepoint GP3 (Standalone),Gazepoint GP3 (Standalone),Gazepoint GP3 (Standalone),Gazepoint GP3 (Standalone),Gazepoint GP3 (Standalone),Gazepoint GP3 (Standalone),Gazepoint GP3 (Standalone),Gazepoint GP3 (Standalone),Gazepoint GP3 (Standalone),Gazepoint GP3 (Standalone),Gazepoint GP3 (Standalone),iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions,iMotions
#Category,Timestamp,Event Source,Slideshow,Slideshow,Slideshow,Slideshow,Slideshow,Event Source,ET(Gaze 2D),ET(Gaze 2D),ET(Gaze 2D),ET(Gaze 2D),ET(Pupillometry data),ET(Pupillometry data),ET(Timestamp),ET(Distance),ET(Distance),ET(Capture),ET(Capture),ET(Capture),ET(Capture),Event Source,"ET(Gaze data, 2D)","ET(Gaze data, 2D)","ET(Gaze data, 2D)","ET(Gaze data, 2D)",ET(Distance),ET(Gaze movements),ET(Gaze movements),ET(Fixations),ET(Fixations),ET(Fixations),ET(Fixations),ET(Fixations),ET(Fixations),ET(Fixations),ET(Fixations),ET(Saccades),ET(Saccades),ET(Saccades),ET(Saccades),ET(Saccades),ET(Saccades),ET(Saccades),ET(Saccades),ET(Saccades),ET(Saccades)
#Description,iMotions synchronization timestamp. Relative to data recording start,Can be used to filter data from: SlideEvents,Slide & Media events: Start/Stop,Type of stimulus,Stimulus duration fx video length,Reason slide was changed,Name of stimulus,Can be used to filter data from: Eyetracker Gazepoint GP3 (Standalone),X-coordinate of the gaze point (2D) of the left eye (i.e. relative to the upper-left corner of the computer screen),Y-coordinate of the gaze point (2D) of the left eye (i.e. relative to the upper-left corner of the computer screen),X-coordinate of the gaze point (2D) of the right eye (i.e. relative to the upper-left corner of the computer screen),Y-coordinate of the gaze point (2D) of the right eye (i.e. relative to the upper-left corner of the computer screen),Pupil diameter of the left eye ,Pupil diameter of the right eye ,,Estimated distance between the eye-tracker and the left eye,Estimated distance between the eye-tracker and the right eye,X-coordinate of the left eye (i.e. relative to the upper-left corner of the eye-tracker's capture box),Y-coordinate of the left eye (i.e. relative to the upper-left corner of the eye-tracker's capture box),X-coordinate of the right eye (i.e. relative to the upper-left corner of the eye-tracker's capture box),Y-coordinate of the right eye (i.e. relative to the upper-left corner of the eye-tracker's capture box),Can be used to filter data from: R Analysis GazeAnalysis I-VT filter,Gaze data X-coordinate (relative to top-left corner of the screen). Average of the X-coordinates of the left and right eye.,Gaze data Y-coordinate (relative to top-left corner of the screen). Average of the Y-coordinates of the left and right eye.,Gaze data X-coordinate (relative to top-left corner of the screen) with missing coordinates interpolated. Average of the X-coordinates of the left and right eye.,Gaze data Y-coordinate (relative to top-left corner of the screen) with missing coordinates interpolated. Average of the Y-coordinates of the left and right eye.,"Estimated distance between the eye-tracker and the eyes, with missing values interpolated. Average of the eye tracker's distance to the left and right eye.","Angular velocity of the gaze at the current sample point, i.e. how fast the eyes are moving at this point in time.","Angular acceleration of the gaze at the current sample point, i.e. how much the eyes increased in speed at the current sample.","Fixation number, counting from start of the recording.","Fixation number, counting from start of the stimulus.",X-coordinate of the fixation centroid (relative to top-left corner of the screen).,Y-coordinate of the fixation centroid (relative to top-left corner of the screen).,Start time of the fixation (relative to recording start).,End time of the fixation (relative to recording start).,Duration of the fixation.,"Dispersion of the fixation, i.e. how much the fixation's gaze points are spread out.","Saccade number, counting from start of the recording.","Saccade number, counting from start of the stimulus.",Start time of the saccade (relative to recording start).,End time of the saccade (relative to recording start).,Duration of the saccade.,"Amplitude of the saccade, i.e. angular distance that the eyes travelled from start point to end point.","Peak velocity of the saccade, i.e. the maximal speed of the eyes during this saccade.","Peak acceleration of the saccade, i.e.  the maximal increase in speed of the eyes during this saccade.","Peak deceleration of the saccade, i.e. the maximal decrease in speed of the eyes during this saccade.","Direction of the saccade from its start point to end point, indicated as clockwise angles: 0 degrees mean a horizontal saccade from left to right, 90 degrees a vertical saccade from top to bottom."
#Unit,Millisecond,,,,Millisecond,,,,Pixel,Pixel,Pixel,Pixel,Pixel,Pixel,Millisecond,Millimeter,Millimeter,Camera left x,Camera left y,Camera right x,Camera right y,,Pixels,Pixels,Pixels,Pixels,Millimeters,Degrees per second,Degrees per second squared,Index,Index,Pixels,Pixels,Milliseconds,Milliseconds,Milliseconds,Degrees,Index,Index,Milliseconds,Milliseconds,Milliseconds,Degrees,Degrees per second,Degrees per second squared,Degrees per second squared,Degrees
#Short unit,ms,,,,ms,,,,px,px,px,px,px,px,ms,mm,mm,mm,mm,mm,mm,,px,px,px,px,mm,deg/s,deg/s^2,,,px,px,ms,ms,ms,deg,,,ms,ms,ms,deg,deg/s,deg/s^2,deg/s^2,deg
#Group,,Event Source,,,,,,Event Source,Gaze 2D,Gaze 2D,Gaze 2D,Gaze 2D,Pupil,Pupil,Timestamp,Distance,Distance,Capture,Capture,Capture,Capture,Event Source,Gaze 2D,Gaze 2D,Gaze 2D,Gaze 2D,Distance,Gaze movements,Gaze movements,Fixations,Fixations,Fixations,Fixations,Fixations,Fixations,Fixations,Fixations,Saccades,Saccades,Saccades,Saccades,Saccades,Saccades,Saccades,Saccades,Saccades,Saccades
#Display name,,,,,,,,,Gaze left x,Gaze left y,Gaze right x,Gaze right y,Left pupil,Right pupil,Eye-tracker timestamp,Distance left eye,Distance right eye,Camera left x,Camera left y,Camera right x,Camera right y,,X-coordinate of gaze point,Y-coordinate of gaze point,X-coordinate of gaze point (interpolated),Y-coordinate of gaze point (interpolated),Distance (interpolated),Gaze velocity,Gaze acceleration,Index,Index (per stimulus),X-coordinate of fixation,Y-coordinate of fixation,Start time,End time,Duration,Dispersion,Index,Index (per stimulus),Start time,End time,Duration,Amplitude,Peak velocity,Peak acceleration,Peak deceleration,Direction
#Channel identifier,iMotions_Synchronization_Timestamp,Eventsource_Slideevents,SE_SlideEvent,SE_StimulusType,SE_Duration,SE_CollectionPhase,SE_SourceStimuliName,Eventsource_Eyetracker_Gazepoint_GP3_(Standalone),ET_Gaze2d_Lefteye_X,ET_Gaze2d_Lefteye_Y,ET_Gaze2d_Righteye_X,ET_Gaze2d_Righteye_Y,ET_Pupilsize_Lefteye,ET_Pupilsize_Righteye,ET_Timestamp_Timesignal,ET_Distance_Lefteye,ET_Distance_Righteye,ET_Capture_Lefteye_X,ET_Capture_Lefteye_Y,ET_Capture_Righteye_X,ET_Capture_Righteye_Y,Eventsource_R_Analysis_Gazeanalysis_I-VT_Filter,ET_IVT_Gaze_X,ET_IVT_Gaze_Y,ET_IVT_Interpolated_Gaze_X,ET_IVT_Interpolated_Gaze_Y,ET_IVT_Interpolated_Distance,ET_IVT_Gaze_Velocity,ET_IVT_Gaze_Acceleration,ET_IVT_Fixation_Index,ET_IVT_Fixation_Index_by_Stimulus,ET_IVT_Fixation_X,ET_IVT_Fixation_Y,ET_IVT_Fixation_Start,ET_IVT_Fixation_End,ET_IVT_Fixation_Duration,ET_IVT_Fixation_Dispersion,ET_IVT_Saccade_Index,ET_IVT_Saccade_Index_by_Stimulus,ET_IVT_Saccade_Start,ET_IVT_Saccade_End,ET_IVT_Saccade_Duration,ET_IVT_Saccade_Amplitude,ET_IVT_Saccade_Peak_Velocity,ET_IVT_Saccade_Peak_Acceleration,ET_IVT_Saccade_Peak_Deceleration,ET_IVT_Saccade_Direction
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row,Timestamp,EventSource,SlideEvent,StimType,Duration,CollectionPhase,SourceStimuliName,EventSource,ET_GazeLeftx,ET_GazeLefty,ET_GazeRightx,ET_GazeRighty,ET_PupilLeft,ET_PupilRight,ET_TimeSignal,ET_DistanceLeft,ET_DistanceRight,ET_CameraLeftX,ET_CameraLeftY,ET_CameraRightX,ET_CameraRightY,EventSource,Gaze X,Gaze Y,Interpolated Gaze X,Interpolated Gaze Y,Interpolated Distance,Gaze Velocity,Gaze Acceleration,Fixation Index,Fixation Index by Stimulus,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Fixation Dispersion,Saccade Index,Saccade Index by Stimulus,Saccade Start,Saccade End,Saccade Duration,Saccade Amplitude,Saccade Peak Velocity,Saccade Peak Acceleration,Saccade Peak Deceleration,Saccade Direction
1,155.0346,1,StartSlide,TestImage,30000,StimuliDisplay,zad-1-tresc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,160.2032,,,,,,zad-1-tresc,1,1173,413,1173,364,4.2599997520446777,4.2400002479553223,161,693.449951171875,654.27001953125,0.64895999431610107,0.52404999732971191,0.40969997644424438,0.51954001188278198,1,1173,388.5,1173,388.5,673.859985351563,99.3462708384906,-4918.9270183344,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
3,169.1671,,,,,,zad-1-tresc,1,1162,539,1169,500,4.2699999809265137,4.2400002479553223,167,693.449951171875,654.27001953125,0.64906001091003418,0.52380001544952393,0.40969997644424438,0.51921999454498291,1,1165.5,519.5,1165.5,519.5,673.859985351563,135.340986212902,4015.51951431977,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
4,175.142,,,,,,zad-1-tresc,1,1162,545,1169,500,4.2300000190734863,4.2300000190734863,174,679.08001708984375,722.29998779296875,0.64916002750396729,0.52366000413894653,0.40973001718521118,0.51912999153137207,1,1165.5,522.5,1165.5,522.5,700.690002441406,97.5532435515263,-6324.41424314637,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
5,181.1653,,,,,,zad-1-tresc,1,1085,476,1138,443,4.2400002479553223,4.25,181,679.08001708984375,722.29998779296875,0.64945995807647705,0.52344000339508057,0.40981000661849976,0.51880002021789551,1,1111.5,459.5,1111.5,459.5,700.690002441406,114.078448916334,2743.54678744331,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
6,187.1475,,,,,,zad-1-tresc,1,1055,451,1121,486,4.2699999809265137,4.2599997520446777,187,679.08001708984375,722.29998779296875,0.6495400071144104,0.52340000867843628,0.40982997417449951,0.51871001720428467,1,1088,468.5,1088,468.5,700.690002441406,23.7752940924747,-15095.3085526828,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
7,196.1784,,,,,,zad-1-tresc,1,1054,444,1121,486,4.2400002479553223,4.2300000190734863,195,676.58001708984375,645.29998779296875,0.64969003200531006,0.52324998378753662,0.4099000096321106,0.51853001117706299,1,1087.5,465,1087.5,465,660.940002441406,50.7112771960315,2982.64659154202,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
8,202.1552,,,,,,zad-1-tresc,1,1138,355,1105,509,4.2599997520446777,4.2199997901916504,201,676.58001708984375,645.29998779296875,0.64989995956420898,0.5227699875831604,0.41000998020172119,0.51810997724533081,1,1121.5,432,1121.5,432,660.940002441406,40.373070012177,-1729.72279210523,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
9,208.1727,,,,,,zad-1-tresc,1,1097,512,1089,480,4.2599997520446777,4.2400002479553223,207,676.58001708984375,645.29998779296875,0.65015000104904175,0.52274000644683838,0.41009998321533203,0.51800000667572021,1,1093,496,1093,496,660.940002441406,101.298863433349,10124.7683292352,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
10,214.1783,,,,,,zad-1-tresc,1,1098,525,1091,488,4.25,4.25,214,652.8599853515625,686.6099853515625,0.65018999576568604,0.52261000871658325,0.4101099967956543,0.51797997951507568,1,1094.5,506.5,1094.5,506.5,669.734985351563,24.5627562895269,-12777.4255934165,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
11,220.1903,,,,,,zad-1-tresc,1,1169,494,1052,515,4.2300000190734863,4.25,221,652.8599853515625,686.6099853515625,0.65048003196716309,0.52243000268936157,0.41026997566223145,0.51774001121520996,1,1110.5,504.5,1110.5,504.5,669.734985351563,61.494876937174,6143.0673066612,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
12,229.2072,,,,,,zad-1-tresc,1,1146,435,1086,464,4.1700000762939453,4.25,227,652.8599853515625,686.6099853515625,0.65072000026702881,0.5221099853515625,0.41039001941680908,0.51745998859405518,1,1116,449.5,1116,449.5,669.734985351563,59.4937238385082,-221.933602309644,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
13,235.175,,,,,,zad-1-tresc,1,1146,428,1086,464,4.2100000381469727,4.2599997520446777,235,697.46002197265625,650.17999267578125,0.65081000328063965,0.52202999591827393,0.41039997339248657,0.51728999614715576,1,1116,446,1116,446,673.820007324219,69.7274081532847,1714.81690317646,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
14,241.2552,,,,,,zad-1-tresc,1,1114,525,1141,483,4.2100000381469727,4.2800002098083496,241,697.46002197265625,650.17999267578125,0.65117001533508301,0.52175998687744141,0.41057002544403076,0.51687002182006836,1,1127.5,504,1127.5,504,673.820007324219,21.2152613384833,-7978.70905805755,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
15,247.1646,,,,,,zad-1-tresc,1,1140,482,1099,443,4.2199997901916504,4.1899995803833008,248,697.46002197265625,650.17999267578125,0.65140998363494873,0.52166998386383057,0.41073000431060791,0.51669001579284668,1,1119.5,462.5,1119.5,462.5,673.820007324219,58.6422452968405,6333.46599626988,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
16,253.1842,,,,,,zad-1-tresc,1,1140,482,1097,435,4.25,4.2300000190734863,255,679.050048828125,679.08001708984375,0.65156000852584839,0.52151000499725342,0.41075998544692993,0.51666998863220215,1,1118.5,458.5,1118.5,458.5,679.065032958984,24.9874104809162,-5590.875608998,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
17,262.2128,,,,,,zad-1-tresc,1,1112,454,1101,428,4.25,4.2699999809265137,261,679.050048828125,679.08001708984375,0.65198999643325806,0.52117002010345459,0.41111999750137329,0.51636999845504761,1,1106.5,441,1106.5,441,679.065032958984,32.8324870975793,868.91396414318,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
18,268.1724,,,,,,zad-1-tresc,1,1141,394,1065,465,4.1899995803833008,4.2699999809265137,267,679.050048828125,679.08001708984375,0.65224999189376831,0.52101999521255493,0.41126000881195068,0.51614999771118164,1,1103,429.5,1103,429.5,679.065032958984,13.7649090969141,-3199.47278351992,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
19,274.2451,,,,,,zad-1-tresc,1,1141,395,1065,466,4.1999998092651367,4.2699999809265137,275,639.94000244140625,650,0.65241003036499023,0.52091002464294434,0.41136997938156128,0.51599001884460449,1,1103,430.5,1103,430.5,644.970001220703,46.0053952510665,5309.08593445295,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
20,280.2269,,,,,,zad-1-tresc,1,1165,519,1055,409,4.1899995803833008,4.3100004196166992,281,639.94000244140625,650,0.65296995639801025,0.52073997259140015,0.41175001859664917,0.51582002639770508,1,1110,464,1110,464,644.970001220703,65.5233292906074,3262.88642875738,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
21,289.2443,,,,,,zad-1-tresc,1,1090,514,1095,470,4.1899995803833008,4.2599997520446777,289,639.94000244140625,650,0.65331000089645386,0.52051997184753418,0.41196000576019287,0.51557999849319458,1,1092.5,492,1092.5,492,644.970001220703,38.1332842542603,-3037.46590329221,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
22,295.1942,,,,,,zad-1-tresc,1,1090,514,1096,478,-1,4.2599997520446777,295,-1,659.030029296875,0.65342998504638672,0.52052998542785645,0.41202002763748169,0.51551997661590576,1,1093,496,1093,496,659.030029296875,19.9842260126611,-3050.31315511171,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
23,297.0665,1,StartMedia,TestImage,30000,StimuliDisplay,zad-1-tresc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,301.2211,,,,,,zad-1-tresc,1,1084,461,1071,531,-1,4.2699999809265137,301,-1,659.030029296875,0.65402001142501831,0.52028000354766846,0.41242998838424683,0.51525002717971802,1,1077.5,496,1077.5,496,659.030029296875,38.1946907696317,3021.53092916271,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
25,310.2252,,,,,,zad-1-tresc,1,1112,426,1093,494,-1,4.2699999809265137,308,-1,659.030029296875,0.65432000160217285,0.52016997337341309,0.41271001100540161,0.51499998569488525,1,1102.5,460,1102.5,460,659.030029296875,49.1258246722252,1214.01738125892,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
26,316.2104,,,,,,zad-1-tresc,1,1112,425,1092,485,4.1999998092651367,4.2800002098083496,315,667.469970703125,689.20001220703125,0.65454995632171631,0.52007001638412476,0.41286998987197876,0.51497000455856323,1,1102,455,1102,455,678.334991455078,70.6600867642625,3597.91854775735,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
27,322.2552,,,,,,zad-1-tresc,1,1102,444,1029,390,4.2400002479553223,4.2800002098083496,321,667.469970703125,689.20001220703125,0.65521001815795898,0.51974999904632568,0.41332000494003296,0.51468002796173096,1,1065.5,417,1065.5,417,678.334991455078,40.8422289210745,-4932.81131603825,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
28,328.1973,,,,,,zad-1-tresc,1,1080,480,1059,437,4.3299999237060547,4.2699999809265137,328,667.469970703125,689.20001220703125,0.65560996532440186,0.51967000961303711,0.41360002756118774,0.51450002193450928,1,1069.5,458.5,1069.5,458.5,678.334991455078,42.7112939199888,314.546204021192,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
29,334.2133,,,,,,zad-1-tresc,1,1079,474,1057,428,4.2699999809265137,4.2899999618530273,335,679.09002685546875,701.58001708984375,0.6557999849319458,0.51959002017974854,0.41376000642776489,0.51450002193450928,1,1068,451,1068,451,690.335021972656,8.39567062051163,-5704.05972398222,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
30,343.1018,,,,,,zad-1-tresc,1,1067,442,1089,475,4.2100000381469727,4.2599997520446777,342,679.09002685546875,701.58001708984375,0.65653002262115479,0.5194699764251709,0.41434001922607422,0.51411998271942139,1,1078,458.5,1078,458.5,690.335021972656,31.19795778743,2565.36954119574,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
31,349.1016,,,,,,zad-1-tresc,1,1120,445,1071,426,4.2699999809265137,4.2899999618530273,348,679.09002685546875,701.58001708984375,0.65688002109527588,0.51942998170852661,0.41465002298355103,0.51398998498916626,1,1095.5,435.5,1095.5,435.5,690.335021972656,26.1412126086383,-842.818957097191,1,,1096.88694010055,469.423925364725,23.71215,352.1135,328.40135,0.468617768403551,,,,,,,,,,
32,355.1254,,,,,,zad-1-tresc,1,1120,452,1076,450,4.25,-1,355,707.780029296875,-1,0.65716999769210815,0.51929998397827148,0.41487002372741699,0.51393002271652222,1,1098,451,1098,451,707.780029296875,43.4714818965394,2876.96624853102,,,,,,,,,2,1,352.1135,391.0928,38.9793,2.94307653591072,174.062539321914,12624.0044314729,-11858.2876132547,181.88024680381
33,361.0984,,,,,,zad-1-tresc,1,1061,436,1070,476,4.2899999618530273,-1,362,707.780029296875,-1,0.6584399938583374,0.51902002096176147,0.41593998670578003,0.51354998350143433,1,1065.5,456,1065.5,456,707.780029296875,78.9628696665716,5941.97016072863,,,,,,,,,2,1,352.1135,391.0928,38.9793,2.94307653591072,174.062539321914,12624.0044314729,-11858.2876132547,181.88024680381
34,370.1113,,,,,,zad-1-tresc,1,1042,404,999,554,4.1899995803833008,-1,369,707.780029296875,-1,0.6599000096321106,0.51871001720428467,0.41738998889923096,0.51306998729705811,1,1020.5,479,1020.5,479,707.780029296875,55.4908540008303,-2604.26895513555,,,,,,,,,2,1,352.1135,391.0928,38.9793,2.94307653591072,174.062539321914,12624.0044314729,-11858.2876132547,181.88024680381
